ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2017,2018,2019,2020,2021,2022,all
373020.OF,上投摩根双核平衡,上投摩根基金,20080521,混合型,平衡型,沪深300指数收益率*50%+上证国债指数收益率*50%,1.5,0.25,陈思郁,7.75,20211231,0.14354109406862325,-0.2214382632293079,0.5656454020413242,0.6242785999418389,0.02922924758380499,-0.07458351978952683,1.1566244347903185
320006.OF,诺安灵活配置,诺安基金,20080520,混合型,灵活配置型,沪深300指数*60%+上证国债指数*40%,1.5,0.25,张强,13.44,20211231,0.12270022383578084,-0.2645335408106202,0.21327879929915033,0.5623861540477694,0.26639463847444916,-0.13164556943896183,0.7212413031609978
350005.OF,天治中国制造2025,天治基金,20080508,混合型,灵活配置型,申银万国制造业指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,尹维国,1.28,20211231,0.3866255695523988,-0.13664476227290295,0.31869054280917747,0.6869934224485466,0.17764250138350868,-0.07046736158578269,1.9159072634682393
241001.OF,华宝海外中国成长,华宝基金,20080507,混合型,混合型,中证海外内地股指数,1.8,0.35,周欣,0.97,20211231,0.5403624382207579,-0.22032085561497333,0.25801952580195264,0.12638580931263857,-0.16240157480314965,-0.037015276145710894,0.35008237232289957
340007.OF,兴全社会责任,兴证全球基金,20080430,混合型,混合型,沪深300指数*80%+中证国债指数*20%,1.5,0.25,季文华,60.71,20211231,0.4126530746249057,-0.3251237249936104,0.4433048233835985,0.6115792322593397,-0.035925114505005726,-0.10006997788678647,0.9244202895695852
580003.OF,东吴行业轮动A,东吴基金,20080423,混合型,混合型,沪深300指数*75%+中证全债指数*25%,1.5,0.25,邬炜,2.84,20211231,0.0015595009596928596,-0.41724550898203594,0.5506589274707212,0.7333333244998678,0.07697235531154399,-0.08935379940055012,0.5390624640115163
519110.OF,浦银安盛价值成长A,浦银安盛基金,20080416,混合型,混合型,沪深300指数*75%+中证全债指数*25%,1.5,0.25,吴勇,10.74,20211231,-0.017162066525123792,-0.34131413141314143,0.4316983146579213,0.5568181769012852,0.25851569543731295,-0.14934255476900776,0.5447670853974994
213008.OF,宝盈资源优选,宝盈基金,20080415,混合型,混合型,沪深300指数*75%+上证国债指数*25%,1.5,0.25,肖肖,14.41,20211231,-0.15970387877102746,-0.3368899917287015,0.5340035981541532,0.5775448069282445,0.05179214565542627,-0.08963110003931411,0.29146135131377715
163805.OF,中银动态策略,中银基金,20080403,混合型,混合型,沪深300指数*75%+中证国债指数*25%,1.5,0.25,王帅,5.68,20211231,0.2703719672323913,-0.28584210039181807,0.45073033523414563,0.6257710456807447,-0.030739332999508092,-0.15141234645673207,0.7600918002586917
202009.OF,南方盛元红利,南方基金,20080321,混合型,混合型,上证红利指数*90%+上证国债指数*10%,1.5,0.25,林乐峰,8.48,20211231,-0.037656903765690426,-0.24319775596072932,0.4169226742031135,0.7230547216007502,0.08728489965097808,-0.06810141181874409,0.8016464772573895
486001.OF,工银瑞信全球配置人民币,工银瑞信基金,20080214,股票型,股票型,MSCI全球股票指数收益率*60%+MSCI中国指数收益率*40%,1.8,0.3,孔令兵 游凛峰,7.72,20211231,0.30561271553253394,-0.034836956521739154,0.31879002553191504,0.22644848463759654,-0.011565224172207442,-0.09470198772798583,0.8100485418292768
121008.OF,国投瑞银成长优选,国投瑞银基金,20080110,混合型,混合型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,桑俊,6.5,20211231,0.06769895570759803,-0.25034564154442757,0.544176529051988,0.731636250725409,0.1354275485956113,-0.07713585111243147,1.2435285667987035
110029.OF,易方达科讯,易方达基金,20071218,混合型,混合型,沪深300指数收益率*80%+中债总指数收益率*20%,1.5,0.25,刘健维 陈皓,44.12,20211231,0.04759592034968427,-0.29638416230366493,0.5572142984461578,0.5629758068159175,0.20772482081173785,-0.11946966554999211,0.9082936548295859
519019.OF,大成景阳领先,大成基金,20071211,混合型,混合型,沪深300指数*80%+中债综合指数*20%,1.5,0.25,徐彦 齐炜中,10.33,20211231,0.3037986145696565,-0.30709796159322156,0.08307106773247813,0.781301511026631,0.13261701427320874,-0.08373199572703476,0.8087658418979492
070099.OF,嘉实优质企业,嘉实基金,20071208,混合型,混合型,沪深300指数*95%+上证国债指数*5%,1.5,0.25,胡涛,22.02,20211231,0.1765265360471752,-0.23853408784694147,0.4876785901337674,0.7813604270962724,-0.09517273582984616,-0.1475054240563354,0.8313460211781118
020011.OF,国泰沪深300A,国泰基金,20071111,股票型,被动指数型,沪深300指数收益率*90%+银行同业存款收益率*10%,0.5,0.1,谢东旭,12.22,20211231,0.22444730841677424,-0.2253258845437617,0.36391957566889627,0.3341377737479726,-0.011710295364377997,-0.07146278256785386,0.5839161098443543
202007.OF,南方隆元产业主题,南方基金,20071109,混合型,混合型,沪深300指数*85%+上证国债指数*15%,1.5,0.25,蒋秋洁,13.8,20211231,0.2449010310830134,-0.1629889365818269,0.45760222824124236,0.5370048967833324,-0.08276464822634479,-0.09509509445298522,0.9375995597200271
519039.OF,长盛同德,长盛基金,20071025,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,朱律 郭堃,12.19,20211231,0.09692126556276466,-0.2567879244593638,0.3218726443208701,0.3908091884956755,0.14940382136494554,-0.08153147425009863,0.5825304616849122
377016.OF,上投摩根亚太优势,上投摩根基金,20071022,混合型,混合型,摩根斯坦利综合亚太指数(不含日本)(MSCI AC Asia Pacific Index ex Japan),1.8,0.35,张军 张淑婉,29.5,20211231,0.3157894736842106,-0.13375000000000012,0.24347826086956528,0.2773892773892775,-0.12098540145985405,-0.035810670541831104,0.5277960526315789
070012.OF,嘉实海外中国股票,嘉实基金,20071012,混合型,混合型,MSCI中国指数,1.8,0.3,蒋一茜 陈叶雁南,22.68,20211231,0.34436090225563903,-0.1465324384787472,0.19550858652575961,0.2850828729281768,-0.25932086844368013,-0.02790697199264614,0.25920374436090216
000041.OF,华夏全球精选,华夏基金,20071009,股票型,股票型,摩根士丹利资本国际全球指数(MSCI All Country World Index),1.85,0.35,李湘杰,26.35,20211231,0.36540962288686607,-0.13523809523809524,0.19089900110987784,0.30661696178937553,-0.14621968616262473,-0.1495405179615706,0.3237971391417425
202801.OF,南方全球精选,南方基金,20070919,股票型,混合型,MSCI世界指数(MSCI World Index)*60%+MSCI新兴市场指数(MSCI Emerging Markets Index)*40%,1.85,0.3,黄亮,21.55,20211231,0.16370558375634517,-0.08833151581243191,0.28502415458937214,0.1755602349624059,-0.05783265600070739,-0.10751388488849124,0.3347189086294416
000031.OF,华夏复兴,华夏基金,20070910,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,周克平,34.85,20211231,-0.06783369803063463,-0.27112676056338025,0.7085346215780998,0.6380772855796419,0.13837744533947063,-0.12231488501389942,0.8998905908096279
360007.OF,光大优势,光大保德信基金,20070824,混合型,混合型,沪深300指数*75%+中证全债指数*25%,1.5,0.25,戴奇雷,11.16,20211231,0.24857164057282793,-0.29577464788732394,0.19715771177860278,0.15924170628806558,-0.1052966321479073,-0.1096669330055588,-0.027800586183868773
590002.OF,中邮核心成长,中邮基金,20070817,混合型,混合型,沪深300指数*80%+中国债券总指数*20%,1.5,0.25,国晓雯,50.48,20211231,-0.08398004434589798,-0.24478063540090778,0.29026442307692313,0.49899083993168764,0.013671672708441211,-0.10973740676407484,0.20745565410199548
620001.OF,金元顺安宝石动力,金元顺安基金,20070815,混合型,混合型,中信标普300指数*50%+中证综合债指数*50%,1.5,0.25,孔祥鹏 闵杭,2.15,20211231,0.17506935807902044,-0.15192965315095253,0.20729630340854524,0.32241954841545534,-0.07042679552250479,-0.07395523109704077,0.3693580981536403
519694.OF,交银蓝筹,交银施罗德基金,20070808,混合型,混合型,中证100指数*75%+中证综合债券指数*25%,1.5,0.25,王少成,21.03,20211231,0.17562279278419388,-0.15547617114557116,0.49472200538358,0.4954468032916925,0.063210215900589,-0.14556437407642078,1.0160894244535645
200008.OF,长城品牌优选,长城基金,20070806,混合型,混合型,标普中国A股300指数收益率*75%+同业存款利率*25%,1.5,0.25,杨建华,23.16,20211231,0.3576110034154897,-0.30751971716072896,0.617901492244257,0.7320688019788608,-0.11422066814728632,-0.10657154256655776,1.085246819902151
162209.OF,泰达宏利市值优选,泰达宏利基金,20070803,混合型,混合型,沪深300指数收益率*75%+上证国债指数收益率*25%,1.5,0.25,庄腾飞,8.57,20211231,0.2218976071229827,-0.31583741318456104,0.6537437603993345,0.6000603682463025,-0.07916745268188399,-0.09519257033597377,0.8433500278241514
040008.OF,华安策略优选A,华安基金,20070802,混合型,混合型,沪深300指数收益率*80%+中债国债总财富指数收益率*20%,1.5,0.25,杨明,63.3,20211231,0.5428337915149711,-0.1900462294134643,0.43190901795268116,0.4057597125754488,0.037564136120258225,-0.09121426449958067,1.3722901515714392
481006.OF,工银瑞信红利,工银瑞信基金,20070718,混合型,混合型,中证红利指数收益率*85%+中债综合财富(总值)指数收益率*15%,1.5,0.25,林念,7.11,20211231,0.1787048567870485,-0.24477075850412003,0.3900166736606518,0.7369205492412312,0.21433395911291192,-0.12538351005775392,1.282892789539228
560003.OF,益民创新优势,益民基金,20070711,混合型,混合型,沪深300指数收益率*75%+中证全债指数收益率*25%,1.5,0.25,吕伟,6.34,20211231,0.004142216085605854,-0.2255699392828502,0.35619013459547405,0.7892580286298647,-0.03193661754674982,-0.1301067740161099,0.5896608675641469
050009.OF,博时新兴成长,博时基金,20070706,混合型,混合型,沪深300指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25,曾鹏,32.53,20211231,0.055193547250889305,-0.3079311035449629,0.6112494959726038,0.7627345834311775,0.08060836442367386,-0.16045038696289823,0.8816804304180902
260110.OF,景顺长城精选蓝筹,景顺长城基金,20070618,混合型,混合型,沪深300指数*80%+中国债券总指数*20%,1.5,0.25,余广 江科宏,24.32,20211231,0.4500866980431012,-0.24456212276506092,0.5149960202004975,0.449842881787594,-0.08310331958311837,-0.11693548497262282,0.9482199735777391
240010.OF,华宝行业精选,华宝基金,20070614,混合型,混合型,沪深300指数收益率,1.5,0.25,闫旭,20.46,20211231,0.06947708578143362,-0.3234223717640596,0.24852851633854262,0.412419735023978,0.3141508891062898,-0.11700823261516899,0.48090481786133965
270007.OF,广发大盘成长,广发基金,20070613,混合型,混合型,沪深300指数*75%+上证国债指数*25%,1.5,0.25,苗宇,36.22,20211231,0.13159633720381403,-0.2580914247580915,0.5888518605958405,0.8783128636172723,-0.0036995595035631905,-0.08929188198799426,1.273776899839517
460002.OF,华泰柏瑞积极成长A,华泰柏瑞基金,20070529,混合型,混合型,沪深300指数*60%+中债国债总指数*40%,1.5,0.25,陆从珍,7.95,20211231,0.13408282520325207,-0.2923387096774194,0.33336808291795234,0.245239324168575,0.1755952065539147,-0.14087804879867885,0.34621100736788624
020010.OF,国泰金牛创新成长,国泰基金,20070518,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,姜英 程洲,17.29,20211231,0.12115891132572433,-0.25343767467859135,0.5543541629230307,0.6278270787321873,0.15216934447621905,-0.12607600274391698,1.1338941887202643
630001.OF,华商领先企业,华商基金,20070515,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,李双全,11.72,20211231,-0.060809654228004155,-0.2724290335808995,0.31101126628256515,0.1660572396844883,0.0605837330382472,-0.11257233016754584,-0.016819625128380814
202005.OF,南方成份精选A,南方基金,20070514,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,张原 黄春逢,31.92,20211231,0.2904914219249782,-0.31248591707976564,0.512367992463032,0.4361554881724846,-0.005854552931371797,-0.1087678468466067,0.7076493693660948
519035.OF,富国天博创新主题,富国基金,20070427,混合型,混合型,沪深300指数收益率*80%+中债综合全价指数收益率*15%+同业存款利率*5%,1.5,0.25,毕天宇,31.34,20211231,0.3272494393181908,-0.31843676478420274,0.7574980096362534,0.6751051251758842,0.11846415897149663,-0.11130638535111377,1.6477244927788393
570001.OF,诺德价值优势,诺德基金,20070419,混合型,混合型,沪深300指数*80%+上证国债指数*20%,1.5,0.25,罗世锋,51.76,20211231,0.4183260852979324,-0.22483997633263403,0.27198389648234234,1.3260367002011044,0.05997453185830485,-0.12491209596121537,2.0178411383230337
377020.OF,上投摩根内需动力,上投摩根基金,20070413,混合型,混合型,沪深300指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,刘辉,30.56,20211231,0.3355391473948175,-0.4032855280312907,0.5740756423702148,0.821791921284461,0.1195494912391632,-0.12067315622867492,1.2500205906937865
050008.OF,博时第三产业成长,博时基金,20070412,混合型,混合型,沪深300指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25,李佳,12.42,20211231,0.015567224932417746,-0.29598580345122993,0.3098630551933942,0.4373401508985305,-0.07028469769578123,-0.10047846698690661,0.12573737998322085
519021.OF,国泰金鼎价值精选,国泰基金,20070411,混合型,混合型,上证综合指数收益率*65%+上证国债指数收益率*35%,1.5,0.25,饶玉涵,8.69,20211231,0.11354351082663774,-0.27370287705995655,0.47045893917070086,0.5460636531785412,-0.12997533743355105,-0.12131715720697167,0.40561213400517515
040007.OF,华安中小盘成长,华安基金,20070410,混合型,混合型,天相中盘成长指数*40%+天相小盘成长指数*40%+中债-国债总指数*20%,1.5,0.25,李欣,22.83,20211231,-0.0010933557611438845,-0.2410686722981506,0.5750830147520981,0.5262185526894959,0.156086444784517,-0.15666286738273555,0.7771647911410148
519015.OF,海富通精选2号,海富通基金,20070409,混合型,混合型,MSCI中国A指数*65%+上证国债指数*35%,1.5,0.25,王智慧 黄峰,4.53,20211231,0.09835034251363052,-0.19073378730987073,0.48308055992450444,0.5381913959939577,-0.007191779092383595,-0.08957111853465506,0.8328157556270095
540003.OF,汇丰晋信动态策略A,汇丰晋信基金,20070409,混合型,灵活配置型,MSCI中国A股指数收益率*50%+中债新综合指数收益率(全价)*50%,1.5,0.25,陆彬,97.31,20211231,0.19172869448858407,-0.2313252166590646,0.44625239833873387,0.7175356767518788,0.4010695179502033,-0.08710119387953144,1.9109996738312287
110010.OF,易方达价值成长,易方达基金,20070402,混合型,成长型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,林高榜 武阳,49.78,20211231,0.2976676384839648,-0.2748472322070453,0.42070985688619045,0.4369418577824252,-5.935999059654164e-06,-0.11380051163456495,0.7027066005830903
217009.OF,招商核心价值,招商基金,20070330,混合型,混合型,沪深300指数收益率*65%+中债固定利率国债全价(总值)指数收益率*35%,1.5,0.25,郭锐,10.09,20211231,0.095108695652174,-0.2430797859967435,0.5364690432288467,0.754884248766592,-0.05496304435641471,-0.08295797880559236,0.9370968070652174
450003.OF,国富潜力组合A人民币,国海富兰克林基金,20070322,混合型,混合型,MSCI中国A股指数*85%+中债国债总指数(全价)*10%+同业存款息率*5%,1.5,0.25,徐荔蓉,34.93,20211231,0.18082298895513643,-0.18156609552189384,0.5208445967130214,0.6449312769414351,0.14932593857383122,-0.06652806710944602,1.5938537288632593
410003.OF,华富成长趋势,华富基金,20070319,混合型,混合型,标普中国A股300指数*80%+中证全债指数*20%,1.5,0.25,陈启明,15.83,20211231,0.009488752556237264,-0.2407842501822895,0.5493354566794707,0.6604915952600362,0.21942693643974398,-0.10324733371357181,1.156721235173824
398021.OF,中海能源策略,中海基金,20070313,混合型,混合型,沪深300指数涨跌幅*65%+上证国债指数涨跌幅*35%,1.5,0.25,姚晨曦,31.3,20211231,0.3165704863973619,-0.35579557016514046,0.21885244806220389,0.4544257393900116,0.6648224590857936,-0.11885196328879802,1.205775474031327
