ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
002182.OF,东兴蓝海财富,东兴基金,中国农业银行,混合型,20151223,,,20151207,,3.6515,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160201,20160201,O
470021.OF,汇添富优选回报A,汇添富基金,中国银行,混合型,20151222,,,20151222,,,0.9,0.25,,1.0,,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20151222,20151222,O
001681.OF,新华积极价值,新华基金,中国工商银行,混合型,20151221,,,20151120,,4.9498,1.0,0.25,,1.0,0.05,,中证500指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20160318,20160318,O
002074.OF,圆信永丰兴融C,圆信永丰基金,兴业银行,债券型,20151221,,,20151215,,0.0052,0.3,0.1,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160120,20160120,O
002073.OF,圆信永丰兴融A,圆信永丰基金,兴业银行,债券型,20151221,,,20151215,,2.004,0.3,0.1,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160120,20160120,O
001992.OF,农银汇理天天利B,农银汇理基金,交通银行,货币市场型,20151221,,,20151203,,31.2569,0.18,0.05,,1.0,500.0,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20160104,20160104,O
002185.OF,泓德泓利B,泓德基金,交通银行,货币市场型,20151221,,,20151214,,2.41,0.25,0.08,,1.0,500.0,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20151223,20151223,O
002184.OF,泓德泓利A,泓德基金,交通银行,货币市场型,20151221,,,20151214,,0.0182,0.25,0.08,,1.0,0.1,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20151223,20151223,O
001991.OF,农银汇理天天利A,农银汇理基金,交通银行,货币市场型,20151221,,,20151203,,75.5139,0.18,0.05,,1.0,,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20160104,20160104,O
001985.OF,富国低碳新经济A,富国基金,中国建设银行,混合型,20151218,,,20151119,,10.7733,1.5,0.25,,1.0,0.01,,中证800指数收益率*60%+中债综合全价指数收益率*40%,L,混合型,契约型开放式,,20160205,20160205,O
001959.OF,华商乐享互联网A,华商基金,中国工商银行,混合型,20151218,,,20151118,,3.3803,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+上证国债指数收益率*35%,L,灵活配置型,契约型开放式,,20160314,20160314,O
002139.OF,泓德裕泰C,泓德基金,中国工商银行,债券型,20151217,,,20151211,,2.0641,0.4,0.13,,1.0,0.1,,中国债券综合全价指数,L,债券型,契约型开放式,,20151223,20151223,O
519644.OF,银河智联主题,银河基金,中国建设银行,混合型,20151217,,,20151116,,7.8185,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,,20160217,20160217,O
002172.OF,海富通新内需C,海富通基金,中国工商银行,混合型,20151217,,,,,,1.2,0.25,,1.0,,,MSCI中国A股指数*50%+上证国债指数*50%,L,灵活配置型,契约型开放式,,20151217,20151217,O
002138.OF,泓德裕泰A,泓德基金,中国工商银行,债券型,20151217,,,20151211,,2.0641,0.4,0.13,,1.0,0.1,,中国债券综合全价指数,L,债券型,契约型开放式,,20151223,20151223,O
002260.OF,中信建投添鑫宝,中信建投基金,中信银行,货币市场型,20151216,,,20151214,,2.0023,0.33,0.05,,1.0,,,七天通知存款利率(税后),L,货币型,契约型开放式,,20151217,20151217,O
002249.OF,招商境远,招商基金,中国工商银行,混合型,20151215,,,20151210,,49.2981,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160129,20160129,O
002183.OF,广发天天红B,广发基金,广发银行,货币市场型,20151215,,,,,,0.27,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20151215,20151215,O
001716.OF,工银瑞信新趋势A,工银瑞信基金,兴业银行,混合型,20151215,,,20151208,,2.0033,1.0,0.25,,1.0,0.001,,一年期人民币定期存款基准利率(税后)*70%+中证800指数收益率*30%,L,灵活配置型,契约型开放式,,20151217,20151217,O
001994.OF,华安年年红C,华安基金,中国工商银行,债券型,20151215,,,,,,0.7,0.2,,1.0,,,同期一年期定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20151215,20151215,O
001997.OF,工银瑞信新趋势C,工银瑞信基金,兴业银行,混合型,20151215,,,20151208,,0.0022,1.0,0.25,,1.0,0.001,,一年期人民币定期存款基准利率(税后)*70%+中证800指数收益率*30%,L,灵活配置型,契约型开放式,,20151217,20151217,O
001967.OF,华宝转型升级,华宝基金,中国建设银行,混合型,20151215,,,20151116,,5.3157,0.75,0.15,,1.0,0.01,,中证800指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20160222,20160222,O
001963.OF,中欧天禧纯债,中欧基金,中国工商银行,债券型,20151214,,,20151111,,3.9501,0.5,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20160115,20160115,O
002156.OF,长盛盛世A,长盛基金,中国建设银行,混合型,20151211,,,20151124,,0.1318,0.6,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160112,20160112,O
002157.OF,长盛盛世C,长盛基金,中国建设银行,混合型,20151211,,,20151124,,3.6903,0.6,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160112,20160112,O
002218.OF,南方弘利,南方基金,中国光大银行,债券型,20151211,,,20151207,,20.105,0.3,0.1,,1.0,,,中债信用债总指数收益率,L,债券型,契约型开放式,,20160701,20160701,O
001664.OF,平安鑫安A,平安基金,中国银行,混合型,20151211,,,20151111,,2.6484,0.6,0.1,,1.0,0.1,,中证全债指数收益率*60%+沪深300指数收益率*40%,L,灵活配置型,契约型开放式,,20160112,20160112,O
001521.OF,国寿安保成长优选,国寿安保基金,中国工商银行,股票型,20151211,,,20151113,,3.7155,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率(全价)*20%,L,股票型,契约型开放式,,20160118,20160118,O
002252.OF,融通成长30AB,融通基金,中国工商银行,混合型,20151211,,,20151207,,8.8293,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20160309,20160104,O
001665.OF,平安鑫安C,平安基金,中国银行,混合型,20151211,,,20151111,,1.298,0.6,0.1,,1.0,0.1,,中证全债指数收益率*60%+沪深300指数收益率*40%,L,灵活配置型,契约型开放式,,20160112,20160112,O
002195.OF,中银机构现金管理,中银基金,招商银行,货币市场型,20151211,,,20151204,,2.4029,0.33,0.05,,1.0,0.01,,活期存款利率(税后),L,货币型,契约型开放式,,20160215,20160215,O
001849.OF,前海开源强势共识100强,前海开源基金,中国工商银行,股票型,20151210,,,20151014,,2.8037,1.5,0.25,,1.0,0.1,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20151216,20151216,O
002232.OF,华夏新趋势C,华夏基金,中国建设银行,混合型,20151210,,,20151208,,2.0002,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20151214,20151214,O
002231.OF,华夏新趋势A,华夏基金,中国建设银行,混合型,20151210,,,20151208,,0.0389,0.6,0.1,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20151214,20151214,O
001763.OF,广发多策略,广发基金,中国工商银行,混合型,20151209,,,20151109,,56.136,1.5,0.25,,1.0,0.001,,沪深300指数*50%+中证全债指数*50%,L,灵活配置型,契约型开放式,,20160111,20160111,O
002077.OF,浙商日添利A,浙商基金,中国建设银行,货币市场型,20151208,,,20151126,,4.1656,0.2,0.07,,1.0,,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20151209,20151209,O
002078.OF,浙商日添利B,浙商基金,中国建设银行,货币市场型,20151208,,,20151126,,23.1904,0.2,0.07,,1.0,500.0,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20151209,20151209,O
001837.OF,前海开源沪港深蓝筹A,前海开源基金,中国银行,混合型,20151208,,,20150921,,2.8785,1.5,0.25,,1.0,0.1,,沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*35%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20151214,20151214,O
001910.OF,泰康新机遇,泰康资产,中国农业银行,混合型,20151208,,,20151109,,6.0774,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债新综合财富(总值)指数收益率*40%,L,灵活配置型,契约型开放式,,20160104,20160201,O
002145.OF,诺安景鑫,诺安基金,中国银行,混合型,20151208,,,20151126,,49.7473,1.5,0.25,,1.0,0.1,,沪深300指数*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20160304,20160304,O
001842.OF,九泰日添金A,九泰基金,中国建设银行,货币市场型,20151208,,,20151207,,0.0024,0.3,0.1,,1.0,,,七天通知存款利率(税后),L,货币型,契约型开放式,,20151209,20151209,O
001843.OF,九泰日添金B,九泰基金,中国建设银行,货币市场型,20151208,,,20151207,,2.1,0.3,0.1,,1.0,500.0,,七天通知存款利率(税后),L,货币型,契约型开放式,,20151209,20151209,O
960017.OF,交银稳健配置H,交银施罗德基金,中国建设银行,混合型,20151207,,,,,,1.5,0.25,,1.0,,,MSCI中国A股指数*65%+中证综合债券指数*35%,L,混合型,契约型开放式,,,,O
001637.OF,嘉实量化精选,嘉实基金,中国工商银行,股票型,20151207,,,20151116,,12.6257,1.5,0.25,,1.0,0.01,,中证500指数收益率*95%+中证综合债券指数收益率*5%,L,股票型,契约型开放式,,20160204,20160204,O
165527.OF,信诚新旺回报C,中信保诚基金,交通银行,混合型,20151207,,,,,,0.6,0.2,,1.0,,,一年期银行定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,,20151207,20151207,O
001794.OF,兴银朝阳,兴银基金,兴业银行,债券型,20151207,,,20151123,,2.0044,0.3,0.1,,1.0,0.1,,中债综合全价(总值)指数,L,债券型,契约型开放式,,20151217,20151217,O
001635.OF,万家瑞益A,万家基金,华夏银行,混合型,20151207,,,20151116,,2.0171,0.7,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160120,20160120,O
001636.OF,万家瑞益C,万家基金,华夏银行,混合型,20151207,,,20151116,,2.0171,0.7,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160120,20160120,O
002178.OF,嘉实新起点C,嘉实基金,交通银行,混合型,20151204,,,,,,0.6,0.2,,1.0,,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20151204,20151208,O
960025.OF,嘉实研究精选H,嘉实基金,中国银行,混合型,20151204,,,,,,1.5,0.25,,1.0,,,沪深300指数*95%+上证国债指数*5%,L,混合型,契约型开放式,,,,O
002198.OF,博时裕达纯债,博时基金,广发银行,债券型,20151203,,,20151130,,2.0001,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20151214,20151214,O
002233.OF,工银瑞信丰收回报C,工银瑞信基金,广发银行,混合型,20151203,,,,,,0.5,0.1,,1.0,,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20151203,20151203,O
002206.OF,博时裕康纯债,博时基金,交通银行,债券型,20151203,,,20151201,,2.0004,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20151214,20151214,O
001607.OF,英大策略优选A,英大基金,广发银行,混合型,20151202,,,20151127,,2.0008,0.6,0.25,,1.0,0.001,,1年期银行定期存款利率(税后)+2%,L,灵活配置型,契约型开放式,,20160301,20160301,O
001726.OF,汇添富新兴消费,汇添富基金,中国工商银行,股票型,20151202,,,20151103,,28.9177,1.5,0.25,,1.0,0.1,,中证主要消费行业指数*40%+中证可选消费行业指数*40%+中债综合指数*20%,L,股票型,契约型开放式,,20160223,20160223,O
001608.OF,英大策略优选C,英大基金,广发银行,混合型,20151202,,,20151127,,2.0008,0.6,0.25,,1.0,0.001,,1年期银行定期存款利率(税后)+2%,L,灵活配置型,契约型开放式,,20160301,20160301,O
001869.OF,招商制造业转型A,招商基金,中国银行,混合型,20151202,,,20151028,,8.9775,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160104,20160104,O
001951.OF,金鹰改革红利,金鹰基金,浦发银行,混合型,20151202,,,20151109,,5.9575,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20160113,20160113,O
002188.OF,鹏华丰华,鹏华基金,招商银行,债券型,20151202,,,20151130,,2.0031,0.3,0.1,,1.0,0.1,,中债总指数收益率,L,债券型,契约型开放式,,20151216,20151216,O
002027.OF,中加心享A,中加基金,中国光大银行,混合型,20151202,,,20151123,,27.7299,0.6,0.2,,1.0,0.01,,中债总全价指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160301,20160301,O
002137.OF,诺安利鑫A,诺安基金,中国工商银行,混合型,20151202,,,20151119,,49.5138,1.5,0.25,,1.0,0.1,,沪深300指数*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20160226,20160226,O
002207.OF,前海开源金银珠宝C,前海开源基金,中信证券,混合型,20151202,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20151202,20151202,O
001838.OF,国投瑞银国家安全,国投瑞银基金,中国银行,混合型,20151202,,,20151109,,6.9411,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160106,20160106,O
001922.OF,国泰多策略收益灵活,国泰基金,中国建设银行,混合型,20151202,,,20151102,,29.7697,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160115,20160115,O
001444.OF,易方达瑞选E,易方达基金,中国光大银行,混合型,20151202,,,20151130,,0.007,0.6,0.12,,1.0,0.001,,一年期人民币定期存款利率(税后)+2%,L,灵活配置型,契约型开放式,,20160908,20160215,O
001545.OF,博时裕嘉三个月,博时基金,兴业银行,债券型,20151202,,,20151130,,2.0004,0.3,0.1,,1.0,,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20151214,20151214,O
001801.OF,汇添富达欣A,汇添富基金,中国民生银行,混合型,20151202,,,20151125,,2.3457,0.6,0.1,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160118,20160118,O
001915.OF,宝盈医疗健康沪港深,宝盈基金,中国建设银行,股票型,20151202,,,20151109,,5.712,1.5,0.25,,1.0,0.1,,申银万国医药生物行业指数收益率*70%+恒生综合指数收益率*20%+中证综合债券指数收益率*10%,L,股票型,契约型开放式,,20160104,20160104,O
001443.OF,易方达瑞选I,易方达基金,中国光大银行,混合型,20151202,,,20151130,,45.0125,0.6,0.12,,1.0,0.001,,一年期人民币定期存款利率(税后)+2%,L,灵活配置型,契约型开放式,,20160908,20160215,O
002165.OF,汇添富达欣C,汇添富基金,中国民生银行,混合型,20151202,,,20151125,,6.3903,0.6,0.1,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160118,20160118,O
000944.OF,工银中高等级信用债B,工银瑞信基金,中国农业银行,债券型,20151202,,,20151102,,6.9647,0.3,0.1,,1.0,0.1,,中债高信用等级债券财富指数,L,债券型,契约型开放式,,20160105,20160105,O
000943.OF,工银中高等级信用债A,工银瑞信基金,中国农业银行,债券型,20151202,,,20151102,,8.6244,0.3,0.1,,1.0,0.1,,中债高信用等级债券财富指数,L,债券型,契约型开放式,,20160105,20160105,O
002169.OF,永赢稳益,永赢基金,兴业银行,债券型,20151202,,,20151125,,2.0215,0.3,0.1,,1.0,0.01,,一年期定期存款利率(税后)+1.2%,L,债券型,契约型开放式,,20151208,20151208,O
002199.OF,前海开源中证军工C,前海开源基金,交通银行,股票型,20151130,,,,,,1.0,0.2,,1.0,,,中证军工指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20151130,20151130,O
002143.OF,博时裕坤纯债3个月,博时基金,招商银行,债券型,20151130,,,20151127,,2.0003,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20151207,20151207,O
519960.OF,长信利广C,长信基金,广发证券,混合型,20151130,,,,,,0.8,0.25,,1.0,,,银行一年期定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,,20151130,20151130,O
